feature_index
14
33
0
0
0
27
1
40
46
19
25
35
16
37
3
17
22
22
23
25
37
1
17
48
47
47
47
33
40
8
8
26
1
29
13
13
40
16
19
15
7
2
7
7
26
45
6
19
40
48
8
31
31
18
4
11
11
14
14
9
10
10
10
10
10
2
2
7
10
36
36
0
0
3
41
23
23
25
8
8
8
14
41
8
1
41
5
41
49
1
11
11
14
11
23
27
37
27
37
26
26
40
40
42
7
7
32
32
32
41
41
41
46
46
49
44
11
11
49
23
41
18
44
31
42
0
5
10
28
11
11
11
14
14
32
45
28
28
1
40
4
17
42
20
36
40
4
3
6
23
23
45
2
19
27
2
2
15
31
0
0
0
28
18
37
5
5
18
12
12
34
34
3
26
25
42
17
19
29
25
49
41
3
45
34
24
17
43
6
6
7
45
48
9
46
31
29
4
5
5
10
17
13
7
13
17
33
37
48
33
42
15
15
42
49
49
16
0
33
42
5
12
12
32
35
24
24
12
12
25
39
39
42
42
17
17
11
14
20
28
3
44
11
4
6
12
13
14
29
25
6
11
20
20
41
48
19
3
3
3
20
18
18
18
30
30
25
9
9
16
20
28
43
42
43
0
0
11
14
14
14
15
15
15
24
24
24
28
28
28
8
8
36
6
28
28
29
39
39
39
39
43
43
48
48
48
3
29
16
16
33
41
23
32
1
23
2
34
41
21
29
20
35
2
10
37
13
13
5
28
41
8
45
19
16
19
20
20
20
24
33
43
24
24
14
14
14
13
16
26
8
33
14
15
40
19
8
8
8
3
27
35
21
23
33
34
49
0
13
13
49
36
1
1
3
13
29
44
1
44
49
3
33
33
1
1
3
3
0
0
0
0
3
8
10
31
43
46
46
46
46
46
31
43
4
0
46
46
26
26
40
15
13
11
14
2
14
17
15
29
0
2
2
2
2
7
10
10
10
10
10
10
10
15
15
19
19
33
35
36
36
43
46
46
46
46
46
2
8
10
4
37
41
27
41
9
16
40
7
7
31
9
34
47
47
47
5
32
32
34
36
49
32
32
43
13
44
0
42
8
14
30
37
37
42
41
18
30
2
24
35
4
4
4
28
8
0
0
30
3
5
7
10
13
24
41
34
2
42
30
2
36
36
46
42
32
40
1
40
43
10
13
1
26
26
40
40
2
26
23
26
27
44
25
24
24
19
27
35
35
27
27
35
35
5
20
25
40
15
19
4
4
4
4
34
9
9
9
18
18
30
30
18
44
21
21
21
20
1
3
25
0
44
16
16
27
31
22
22
22
26
22
22
22
16
10
15
48
48
48
5
5
32
5
7
18
4
36
0
0
0
2
4
7
14
31
35
45
25
49
17
36
17
40
16
9
42
18
39
21
21
21
20
13
28
12
22
22
22
23
28
43
25
30
40
49
12
13
36
39
46
46
43
16
16
18
18
21
21
23
31
39
23
43
30
4
30
33
39
43
18
25
39
43
7
39
43
4
22
39
43
22
39
41
43
19
22
39
42
43
22
39
43
48
19
19
22
39
43
46
46
0
39
43
0
28
39
43
1
39
43
47
28
43
36
43
20
43
25
33
43
47
36
9
34
0
24
16
3
29
30
1
1
5
42
26
11
11
21
21
21
22
22
22
28
41
25
41
17
12
12
21
0
1
7
10
13
15
22
22
22
23
29
29
29
33
34
36
37
39
39
39
41
46
46
46
47
47
48
48
9
9
10
27
37
17
0
0
15
15
17
17
17
24
24
28
28
31
31
44
45
0
31
23
29
49
25
3
3
32
32
32
13
27
36
6
37
1
32
31
40
21
21
21
2
2
11
19
28
15
31
12
12
41
47
13
22
22
22
25
34
34
34
15
30
30
3
5
17
27
9
23
34
35
41
32
42
32
1
1
5
5
15
9
41
12
12
44
25
3
31
14
2
17
4
13
26
28
40
6
49
48
15
48
9
11
19
25
36
46
46
20
20
33
2
4
11
26
25
18
34
17
41
4
8
24
24
24
24
33
33
33
43
27
42
33
7
7
1
24
47
14
28
12
12
12
47
47
47
4
14
28
40
8
34
34
16
6
19
6
9
32
18
37
11
21
1
6
39
39
46
22
22
22
30
34
34
34
47
47
6
6
11
21
29
30
35
39
39
5
6
35
18
8
8
31
7
20
20
20
21
21
21
36
6
29
29
33
34
27
24
40
27
6
6
6
6
20
20
28
28
29
9
21
37
1
4
4
4
4
4
6
6
6
7
7
7
7
21
21
21
27
27
28
29
31
35
35
45
45
48
48
43
44
39
39
46
46
9
21
21
22
44
32
32
32
48
35
12
12
21
21
26
44
44
32
6
6
6
9
12
12
16
16
20
22
22
22
23
29
33
43
16
49
17
36
48
28
3
44
47
24
17
12
12
12
12
22
22
22
30
34
34
21
21
21
30
40
17
16
35
35
12
30
32
44
48
48
34
49
0
30
16
44
2
10
15
17
18
22
22
22
35
45
11
4
4
6
6
7
7
8
19
27
27
29
35
35
35
43
43
45
45
48
48
48
9
9
14
37
45
30
42
9
25
7
15
23
44
44
46
46
16
1
8
23
23
25
8
2
12
12
17
32
47
47
47
17
17
13
28
15
15
8
12
12
49
5
26
30
37
7
48
48
20
27
19
18
5
5
5
5
12
12
45
44
10
30
46
48
18
26
40
21
21
22
22
22
47
19
3
46
0
33
2
15
45
20
29
18
4
4
4
6
7
10
16
19
35
46
46
46
46
4
10
27
33
9
37
9
9
37
37
25
8
15
33
22
22
22
15
7
49
16
36
20
20
3
6
6
6
6
6
7
10
18
21
29
39
46
14
36
36
28
7
7
33
33
7
7
33
33
10
19
21
21
21
21
21
34
34
36
37
44
47
47
37
47
20
27
31
8
8
10
37
42
6
6
39
39
17
29
33
36
48
6
33
48
48
28
40
47
47
47
16
11
39
40
42
44
45
45
3
18
34
13
13
23
47
5
5
46
39
33
39
18
34
34
47
36
46
48
7
2
19
22
22
22
9
11
32
5
42
35
8
14
32
9
28
26
6
7
16
22
22
23
25
31
32
32
40
41
44
49
4
16
27
31
7
29
35
33
9
9
19
32
32
0
17
30
47
32
32
15
27
35
0
19
28
44
47
47
47
15
15
24
24
24
17
36
36
6
24
8
8
26
29
37
47
8
30
34
13
25
34
25
4
5
37
23
6
16
27
16
16
46
46
24
3
25
1
27
34
49
6
6
6
13
35
7
30
30
36
49
49
1
2
25
4
34
19
20
20
13
16
44
13
13
13
25
45
17
25
2
16
5
5
12
12
20
29
29
29
5
5
6
12
17
40
0
15
18
30
34
48
3
30
49
49
25
25
30
37
15
49
14
14
14
2
3
5
23
24
25
26
6
17
28
29
29
48
48
48
18
34
3
3
28
36
36
49
0
0
14
26
41
41
41
12
12
12
3
11
35
42
45
41
45
12
12
33
6
17
17
45
34
48
2
29
44
44
13
28
34
37
9
14
9
33
29
22
22
31
31
45
45
45
36
45
45
45
31
20
20
25
34
37
45
20
19
46
31
27
35
27
40
0
25
30
42
49
13
1
17
18
47
47
21
21
21
9
9
19
28
28
32
43
44
34
42
11
25
44
8
26
4
12
12
12
29
9
18
16
42
35
42
45
13
0
17
18
18
40
5
1
1
4
5
5
5
10
10
5
19
20
32
42
1
11
15
17
40
27
33
41
48
49
8
21
35
8
26
49
42
31
18
27
31
45
45
8
8
14
14
14
24
24
24
24
11
14
2
0
7
14
16
28
33
46
46
46
46
46
11
45
32
13
40
0
36
17
26
26
27
35
37
17
20
20
1
9
12
12
12
40
44
11
37
23
3
23
26
27
15
28
28
11
11
28
37
28
22
22
9
4
4
9
24
24
37
2
14
41
11
11
11
30
30
49
18
39
39
43
43
45
45
27
40
19
1
23
21
21
21
23
23
31
31
39
31
31
46
23
23
44
15
10
9
21
21
21
42
11
45
32
37
13
37
1
34
40
44
26
26
32
32
40
36
36
14
21
43
19
23
2
14
2
19
33
12
30
37
29
23
10
10
23
10
23
24
18
18
31
40
40
49
42
49
44
49
24
41
44
20
7
16
17
15
0
24
24
12
12
12
40
44
2
6
44
44
28
36
18
25
18
36
11
27
45
45
45
19
34
4
9
9
25
26
29
29
30
31
24
25
23
32
35
7
21
31
31
48
49
40
48
31
26
2
10
31
11
47
11
11
23
1
29
7
32
45
1
42
26
46
27
31
41
29
5
33
18
21
12
14
21
23
41
43
3
6
6
33
36
37
41
44
49
18
40
41
26
5
10
11
20
23
24
32
33
35
44
45
49
26
47
47
47
30
42
25
1
2
41
42
0
8
31
31
2
15
24
24
3
9
29
13
13
7
19
35
35
46
3
35
5
46
46
30
30
42
48
16
16
7
42
22
22
22
23
4
15
26
42
42
28
31
3
29
29
19
5
29
2
6
49
5
24
34
34
34
47
1
35
3
20
26
14
15
13
33
26
26
32
32
18
31
42
10
10
1
3
3
7
13
15
19
24
24
24
24
29
30
35
46
48
48
48
49
1
2
8
10
14
15
16
31
31
36
47
47
47
49
39
39
46
16
4
15
20
2
0
2
3
6
7
14
17
27
36
36
30
49
5
36
39
48
30
30
13
10
19
2
39
32
47
47
47
27
14
16
20
41
45
45
49
6
16
20
37
26
8
43
43
26
26
9
16
3
9
9
14
19
29
30
30
35
41
44
31
10
10
20
45
45
13
23
26
36
37
47
39
11
11
14
43
1
20
3
19
47
47
47
44
41
15
37
27
27
35
35
35
27
35
4
5
8
13
34
37
47
47
47
4
18
11
11
24
34
4
4
11
15
49
39
39
48
43
37
10
12
12
18
18
18
21
24
32
40
5
10
32
41
20
20
45
16
39
