source,target,we
1019,882,1
1068,883,1
357,884,1
443,884,1
457,884,2
478,884,1
682,884,1
879,884,1
1255,884,1
1401,884,1
1431,884,1
1438,884,1
1681,884,1
1684,884,1
1688,884,1
1829,884,1
180,885,1
353,885,1
463,885,1
693,885,1
706,885,1
1816,885,1
42,886,1
59,886,1
534,886,1
821,886,1
34,887,1
1819,887,1
